File ID,Vehicle 1 Manufacturer,Vehicle 1 Business Name,Vehicle 1 Year of Manufacturing,Vehicle 1 Make,Vehicle 1 Model,Location of Accident,City of Accident,County of Accident,State of Accident,ZIPCODE of Accident,Vehicle 1 was Moving,Vehicle 1 was Stopped in Traffic,Pedestrian Involved in Accident (w V1),Bicyclist involved in Accident (w V1),Any other involved entity (w V1),Number of Vehicles involved in Accident (w V1),Vehicle Damage,RB,LR1,LR2,LR3,RR1,RR2,RR3,LRP1,LRP2,LRP3,LRP4,RRP1,RRP2,RRP3,RRP4,FDS1,FDS2,FDS3,FDS4,FPS1,FPS2,FPS3,FPS4,LFC1,LFC2,LFC3,RFC1,RFC2,RFC3,FB,Vehicle 2 Model,Vehicle 2 Year of Manufacturing,Vehicle 2 was Moving,Vehicle 2 was Stopped in Traffic,Pedestrian Involved in Accident (w V2),Bicyclist involved in Accident (w V2),Any other involved entity (w V2),Number of Vehicles involved in Accident (w V2),Car Mode,Weather Vehicle 1,Weather Vehicle 2,Lighting Vehicle 1,Lighting Vehicle 2,Roadway Surface Vehicle 1,Roadway Surface Vehicle 2,Roadway Conditions Vehicle 1,Roadway Conditions Vehicle 2,Movement Preceding Collision Vehicle 1,Movement Preceding Collision Vehicle 2,Type of Collison Vehicle 1,Type of Collison Vehicle 2,Other Factors
cruise-collision-report-december-13-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,Bryant St. and Delancey St. ,San Francisco,San Francisco,CA,94107,/#20,N/A,N/A,N/A,N/A,2,Cruise LLC,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Q5,2018,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Parking Manuever,Parking Manuever,Other,Rear End,N/A
collision-report-zoox-november-22-2019.pdf,Zoox Inc,Zoox,2016,Toyota,Highlander,5th St. and Folsom St.,San Francisco,San Francisco,CA,94017,/#20,N/A,N/A,N/A,N/A,2,Zoox Inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,/Yes,/Yes,Infinity M35,N/A,/#20,N/A,N/A,N/A,N/A,N/A,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Left Turn,Proceeding Straight,Head-On,Head-On,N/A
gm-cruise-collision-report-april-3-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Portrero Avenue and Alameda Street  ,San Francisco,San Francisco,CA,94103,N/A,/#20,/#20,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,Bolt,2019,/#20,N/A,/#20,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Making Right Turn,Other,Other,N/A
waymo-collision-report-march-26-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,E. Charleston Road and San Antonio Road,Palo Alto,Santa Clara,CA,94303,/#20,/Off,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Off,/Off,N/A,/Yes,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scion xA,2006,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Side Swipe,Other,Entering/Leaving Traffic
gm-cruise-collision-report-september-9-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Geary Blvd and Palm Ave.,San Francisco,San Francisco,CA,94118,N/A,/#20,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Forester,2005,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Making Left Turn,Other,Rear End,N/A
waymo-collision-report-february-6-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Central Expressway and Shoreline Boulevard,Mountain View,Santa Clara,CA,94043,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lexus IS250,2007,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Cloudy,Cloudy,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Rear End,Other,Entering/Leaving Traffic
lyft-collision-report-november-19-2019.pdf,"Lyft, Inc","Lyft, Inc",2018,Ford,Fusion,Medical Foundation Dr and El Camino Blvd.,Palo Alto,Santa Clara,CA,94301,N/A,N/A,N/A,N/A,N/A,2,"Lyft, Inc",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Outback,2019,N/A,N/A,N/A,N/A,N/A,2,Conventional Mode,Wind,Wind,Dark w Non-functioning Street-lights,Dark w Non-functioning Street-lights,Slippery,Slippery,No unusual conditions,No unusual conditions,Other,Other,Other,Other,N/A
waymo-collision-report-january-26-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Shoreline Blvd. at El Camino Real,Mountain View,Santa Clara,CA,94041,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toyota RAV4,2014,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Making Right Turn,Rear End,Other,N/A
collision-report-zoox-october-11-2019.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,Union St. and Grant St.,San Francisco,San Francisco,CA,94133,N/A,/#20,N/A,N/A,electric scooter,2,Zoox Inc.,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genza 2.0f electric scooter,N/A,/#20,N/A,N/A,N/A,SUV,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Proceeding Straight,Other,Rear End,N/A
pony-ai-collision-report-june-26-2019.pdf,"Pony.AI, Inc.  ","Pony.AI, Inc. ",2018,Lincoln,MKZ,Pine Street at Cameron Hills Drive,Fremont,Alameda,CA,94539,N/A,N/A,N/A,N/A,N/A,2,"Pony.AI, Inc.  ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tesla Model 3 ,N/A,N/A,N/A,N/A,N/A,N/A,2,Conventional Mode,Wind,Wind,Dark w Non-functioning Street-lights,Dark w Non-functioning Street-lights,Slippery,Slippery,No unusual conditions,No unusual conditions,Other,Other,Other,Other,N/A
waymo-collision-report-november-4-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Alma Street at Oregon Expressway, Palo Alto,Santa Clara,CA,94301,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BMW 535i,2015,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,Entering/Leaving Traffic
gm-cruise-collision-report-july-10-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,10th St. between Market St. and Mission St. ,San Francisco,San Francisco,CA,94102,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Suburban K1500,2001,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Rear End,N/A
waymo-collision-report-february-26-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Miramonte Avenue at Covington Road,Los Altos,Santa Clara,CA,94024,/Off,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Yes,/Yes,N/A,/Yes,N/A,/Yes,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mazda 3,2011,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Side Swipe,Other,Entering/Leaving Traffic
collision-report-zoox-june-11-2019.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,Grant Ave & Union St,San Francisco,San Francisco,CA,94133,/#20,N/A,N/A,/#20,N/A,1,Zoox Inc.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bicycle,N/A,/#20,N/A,N/A,/#20,N/A,N/A,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Slowing/Stopping,Making Left Turn,Other,Head-On,N/A
waymo-collision-report-may-15-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Shoreline Blvd. at El Camino Real,Mountain View,Santa Clara,CA,94041,/Off,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Off,/Off,N/A,/Off,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,/Off,N/A,/Off,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mazda B2300,1997,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Side Swipe,Rear End,Entering/Leaving Traffic
gm-cruise-collision-report-august-26-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Division St. between Potrero Ave. and Bryant St.,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/#20,N/A,N/A,N/A,Electric Scooterist,2,Conventional Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Slowing/Stopping,Proceeding Straight,Other,Rear End,CVC Sections Violated
lyft-collision-report-february-28-2019.pdf,"Lyft, Inc.","Lyft, Inc.",2017,Ford,Fusion Hybrid,Northbound Shoreline Boulevard and Wright Ave,Mountain View,Santa Clara,CA,94043,N/A,/#20,N/A,N/A,N/A,2,"Lyft, Inc.",/Yes,/Yes,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mercedes Benz E Class 4D 2WD 350,2006,/#20,N/A,N/A,N/A,N/A,N/A,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Rear End,Head-On,N/A
cruise-collision-report-november-18-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,13th St. and Bryant St.,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,RX350,2015,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Slowing/Stopping,Slowing/Stopping,Rear End,Other,N/A
gm-cruise-collision-report-july-2-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Steiner St. and Bush St.,San Francisco,San Francisco,CA,94115,N/A,/#20,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,/Yes,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,BMW 633CSI,1984,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Passing other Vehicle,Other,Rear End,N/A
lyft-collision-report-march-12-2019.pdf,"Lyft, Inc.","Lyft, Inc.",2018,Ford,Fusion,739 Pettis Avenue,Mountain View,Santa Clara,CA,94041,/#20,N/A,N/A,N/A,N/A,2,"Lyft, Inc.",N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A4 Audi,N/A,N/A,N/A,N/A,N/A,Parked,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Backing,Parking,Rear End,Broadside,N/A
gm-cruise-collision-report-september-27-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Clay St. and Kearny St. ,San Francisco,San Francisco,CA,94108,N/A,/#20,N/A,N/A,N/A,1,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unk,N/A,/#20,N/A,N/A,/#20,N/A,1,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Slowing/Stopping,Proceeding Straight,Other,Broadside,N/A
waymo-collision-report-october-19-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,3191 Middlefield Rd.,Palo Alto,Santa Clara,CA,94306,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tesla Model S,N/A,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Parking,Backing,Other,Rear End,N/A
waymo-collision-report-october-18-2019.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Alma Street at Oregon Expressway, Palo Alto,Santa Clara,CA,94301,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toyota Prius,2012,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,Entering/Leaving Traffic
gm-cruise-collision-report-june-27-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Bryant St. and 10th St. ,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unk,N/A,/#20,N/A,N/A,N/A,N/A,N/A,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Right Turn,Making Right Turn,Other,Side Swipe,N/A
gm-cruise-collision-report-june-26-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,10th Ave and California St.,San Francisco,San Francisco,CA,94118,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hyundai,N/A,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Making Right Turn,Making Right Turn,Other,Rear End,N/A
cruise-collision-report-october-29-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,/#20,N/A,N/A,N/A,N/A,2,Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Prius ,2010,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Dark w Street-lights,Dark w Street-lights,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,N/A
cruise-collision-report-october-28-2019.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,Howard St. and 9th St. ,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,/#20,N/A,1,Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,unk,N/A,/#20,N/A,N/A,/#20,N/A,1,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Other,Other,Side Swipe,N/A
gm-cruise-collision-report-june-13-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Divisadero St. and Bush St. ,Ssan Francisco,San Francisco,CA,94115,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Journey,2019,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Rear End,N/A
gm-cruise-collision-report-june-12-2019.pdf,GM Cruise LLC,Cruise,2019,Chevrolet,Bolt,Folsom St between 13th St and 12th St,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,N/A,2,GM Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,/Yes,/Yes,/Yes,E-150 Van,2002,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Side Swipe,CVC Sections Not Violated
lyft-collision-report-march-6-2019.pdf,"Lyft, Inc.","Lyft, Inc.",2018,Ford,Fusion,Alma Road approaching Charleston Road,Palo Alto,Santa Clara,CA,94306,/#20,N/A,N/A,N/A,N/A,N/A,"Lyft, Inc.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,/Yes,/Yes,Mazda CX-5 Grand Touring 4D UTV,2016,N/A,/#20,N/A,N/A,N/A,2,Conventional Mode,Raining,Raining,Daylight,Daylight,Wet,Wet,No unusual conditions,No unusual conditions,Proceeding Straight,Stopped,Head-On,Rear End,N/A
gm-cruise-collision-report-august-7-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,24th St. between Noe St. and Sanchez St.,San Francisco,San Francisco,CA,94114,N/A,/#20,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,NPR,2000,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Entrering Traffic,Other,Rear End,N/A
cruise-collision-report-october-17-2019.pdf,Cruise LLC,Cruise,2020,Cheverolet,Bolt,Hyde St. and Sutter St. ,San Francisco,San Francisco,CA,94109,N/A,/#20,N/A,N/A,N/A,2,Cruise LLC,N/A,N/A,N/A,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Prius,2010,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Fog/Visibility,Fog/Visibility,Dark w Street-lights,Dark w Street-lights,Wet,Wet,No unusual conditions,No unusual conditions,Stopped,Changing Lanes,Other,Rear End,N/A
gm-cruise-collision-report-july-2019.pdf,GM Cruise LLC,Cruise,2020,Chevrolet,Bolt,Grant St. and Clay St.,San Francisco,San Francisco,CA,94108,N/A,/#20,N/A,N/A,N/A,2,GM Cruise LLC,N/A,/Yes,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Toyota,N/A,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Making Left Turn,Other,Rear End,N/A
cruise-collision-report-january-31-2020.pdf,Cruise LLC,Cruise,2020,Chevrolet,Bolt,22 Castro St,San Francisco,San Francisco,CA,94114,N/A,/#20,N/A,N/A,N/A,2,Cruise LLC,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ford,2008,/#20,N/A,N/A,N/A,N/A,2,Autonomous Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Making Left Turn,Proceeding Straight,Rear End,Other,N/A
collision-report-zoox-january-14-2020.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,5th St. and Folsom St. ,San Francisco ,San Francisco ,CA,94107,/#20,N/A,N/A,N/A,Car,2,Zoox Inc.,N/A,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/#20,N/A,N/A,N/A,Car,2,Conventional Mode,Cloudy,Cloudy,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Rear End,N/A
collision-report-zoox-january-21-2020.pdf,Zoox Inc.,Zoox,2016,Toyota,Highlander,3rd St. and Mission St.,San Francisco,San Francisco,CA,94103,/#20,N/A,N/A,N/A,Car,2,Zoox Inc.,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,/#20,N/A,N/A,N/A,Car,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Proceeding Straight,Changing Lanes,Other,Rear End,N/A
waymo-collision-report-september-5-202.pdf,Waymo LLC,Waymo LLC,2017,Chrysler,Pacifica,Clement Street at 12th Avenue,San Francisco,San Francisco,CA,94118,N/A,/#20,N/A,N/A,N/A,2,Waymo LLC,/Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,GMC Yukon,2000,/#20,N/A,N/A,N/A,N/A,2,Conventional Mode,Clear,Clear,Daylight,Daylight,Dark,Dark,No unusual conditions,No unusual conditions,Stopped,Proceeding Straight,Other,Rear End,N/A
